video_id,title,category,publish_date,views,watch_time_seconds,likes,comments,shares,thumbnail_style
v871,Sweet Moon Sing-Along #871,entertainment,2023-02-19,297763,87542322,7606,1266,4346,bright
v872,Bouncy Bubble Dreams #872,animation,2023-01-22,2462819,822581546,33682,4245,3986,character_closeup
v873,Magic Cloud Mystery #873,education,2024-11-20,690103,49687416,7503,2649,11496,character_closeup
v874,Brave Garden Friends #874,animation,2024-09-01,2440942,654172456,105112,11654,4637,minimal
v875,Rainbow Bunny Mystery #875,education,2024-07-01,627677,205250379,20526,2486,9323,cartoon
v876,Sleepy Moon Champions #876,entertainment,2024-08-27,1520066,586745476,18462,4966,25071,character_closeup
v877,Happy Princess World #877,animation,2024-06-02,1614465,644171535,18727,5564,3610,cartoon
v878,Magic Pirate Party #878,education,2024-07-07,1306628,376308864,58269,3066,8721,bright
v879,Wild Kitchen Sing-Along #879,animation,2023-03-27,1081816,311563008,45345,4011,20602,cartoon
v880,Magic Dragon Dreams #880,education,2024-07-03,1796038,319694764,36560,4670,6732,bright
v881,Mystery Dragon Chaos #881,education,2023-10-30,723094,112079570,29308,2663,10291,colorful
v882,Super Bunny Adventures #882,education,2024-07-12,840654,320289174,8626,3687,8333,bright
v883,Magic Princess Friends #883,entertainment,2023-05-04,1755340,326493240,30906,8177,32672,character_closeup
v884,Secret Castle World #884,entertainment,2024-03-27,2395983,975165081,51055,2675,13608,minimal
v885,Magic Dinosaur Adventures #885,education,2023-06-12,2046937,579283171,86014,4185,12600,character_closeup
v886,Silly Castle Friends #886,education,2023-01-18,1531584,278748288,67467,4482,4139,bright
v887,Happy Puppy Parade #887,education,2023-06-01,1114943,115954072,27985,1697,20008,colorful
v888,Wild Moon Adventures #888,animation,2023-03-10,153106,16535448,5099,380,2878,character_closeup
v889,Happy Ocean Mystery #889,animation,2023-10-08,2022056,141543920,70657,9212,3418,character_closeup
v890,Sparkly Puppy Daycare #890,animation,2023-09-23,488451,180238419,4913,2281,2312,colorful
v891,Magic Cookie Builders #891,entertainment,2023-03-08,655192,192626448,17010,1762,7185,bright
v892,Brave Bubble Builders #892,animation,2024-10-04,439852,97207292,7409,1545,8045,minimal
v893,Wild Garden Builders #893,entertainment,2024-09-13,298904,68747920,11134,1302,3308,character_closeup
v894,Silly Space Daycare #894,entertainment,2023-07-06,1384594,214612070,50884,4768,15100,character_closeup
v895,Wild Robot Builders #895,animation,2024-12-04,128703,9395319,2246,577,1930,cartoon
v896,Sleepy Kitchen Chaos #896,education,2024-03-09,1065474,172606788,20927,4277,2786,cartoon
v897,Cosmic Cloud World #897,animation,2023-10-22,984482,302235974,15495,3142,11489,bright
v898,Sleepy Puppy Party #898,education,2024-08-11,1487037,138294441,19848,3600,12522,colorful
v899,Mystery Cloud Adventures #899,education,2024-11-24,1085050,214839900,19233,3156,10867,minimal
v900,Cool Unicorn Champions #900,entertainment,2024-04-26,1826761,326990219,53989,4360,15135,character_closeup
v901,Funny Pirate Friends #901,animation,2024-06-05,460643,159382478,9129,1261,2677,cartoon
v902,Giant Robot Dreams #902,education,2024-07-10,903642,316274700,31318,1529,1606,bright
v903,Little Unicorn Builders #903,education,2023-03-02,584067,110972730,9820,595,1455,colorful
v904,Cosmic Dragon World #904,education,2023-04-10,180591,65012760,4483,482,3598,colorful
v905,Cool Robot Daycare #905,entertainment,2024-12-02,371466,78379326,10747,1697,4225,character_closeup
v906,Little Kitchen Chaos #906,education,2024-03-19,789807,296967432,22920,3657,1980,cartoon
v907,Happy Puppy Mystery #907,entertainment,2024-07-26,838226,197821336,40764,2249,11030,colorful
v908,Cosmic Ocean Dreams #908,animation,2023-10-05,1439208,349727544,38518,3617,11280,bright
v909,Happy Bubble Builders #909,animation,2023-04-18,1769602,180499404,21195,3099,22864,character_closeup
v910,Cosmic Puppy Dreams #910,entertainment,2023-01-02,1301755,223901860,51053,776,13008,bright
v911,Tiny Ocean Friends #911,animation,2023-07-24,366921,112277826,17010,673,3289,cartoon
v912,Rainbow Cookie Champions #912,entertainment,2024-10-04,1045060,182885500,42727,2078,9189,character_closeup
v913,Secret Cloud Dreams #913,animation,2024-07-10,1343685,248581725,26050,1704,16584,bright
v914,Fluffy Bubble Heroes #914,education,2023-03-08,774011,289480114,8367,1712,11126,character_closeup
v915,Tiny Moon Chaos #915,entertainment,2024-04-03,587977,156401882,16973,1869,10615,colorful
v916,Wild Kitten Parade #916,education,2024-06-14,2152819,243268547,98062,8414,2876,colorful
v917,Magic Robot Builders #917,animation,2024-02-22,13061,2364041,184,46,221,character_closeup
v918,Silly Garden Parade #918,entertainment,2024-09-19,1042955,241965560,49944,2062,2427,character_closeup
v919,Little Sunflower Dreams #919,animation,2023-09-03,1970682,132035694,48429,2741,2764,bright
v920,Little Bubble Friends #920,education,2024-02-22,2038929,740131227,89482,3080,4956,character_closeup
v921,Little Space Adventures #921,animation,2024-08-11,2255776,200764064,102102,7383,12844,cartoon
v922,Happy Space Dreams #922,education,2024-08-03,12717,3052080,214,60,93,cartoon
v923,Brave Unicorn Builders #923,entertainment,2024-09-24,2145127,589909925,54638,1110,17445,colorful
v924,Happy Dinosaur Dreams #924,education,2023-01-18,852418,226743188,31334,688,10237,bright
v925,Mystery Castle Chaos #925,animation,2024-07-01,116765,32227140,1637,265,1956,colorful
v926,Super Cloud Party #926,education,2024-12-20,993976,290240992,15049,2694,12692,cartoon
v927,Cool Space Dreams #927,education,2023-01-30,2122965,694209555,50151,5502,33916,character_closeup
v928,Fluffy Bubble Daycare #928,education,2024-05-04,436642,48030620,7002,356,3034,cartoon
v929,Sweet Dragon Daycare #929,entertainment,2023-06-07,1672410,296016570,46959,3055,15972,minimal
v930,Little Pirate World #930,education,2024-10-04,2182412,654723600,78676,8471,39579,minimal
v931,Giant Kitten Friends #931,entertainment,2024-01-18,1003164,280885920,40756,4456,2255,minimal
v932,Sleepy Castle Chaos #932,entertainment,2024-11-22,2412028,841797772,94835,10409,21510,bright
v933,Rainbow Puppy Daycare #933,animation,2024-08-26,129035,15226130,1628,178,196,colorful
v934,Super Sunflower Sing-Along #934,animation,2024-06-23,822040,248256080,27090,1843,1884,character_closeup
v935,Tiny Cookie Champions #935,education,2023-06-01,2026710,318193470,93249,7798,25907,minimal
v936,Golden Robot Daycare #936,entertainment,2023-04-01,2317842,588731868,113049,5990,4380,bright
v937,Secret Robot World #937,education,2023-10-08,1507985,236753645,18384,949,4116,bright
v938,Golden Pirate Daycare #938,animation,2024-09-10,394173,88688925,10720,662,7574,colorful
v939,Secret Unicorn Mystery #939,entertainment,2024-10-26,2486343,283443102,50906,7112,22056,cartoon
v940,Sweet Moon Dreams #940,education,2024-10-02,1855811,218985698,54507,4581,2133,colorful
v941,Happy Princess Builders #941,entertainment,2023-12-31,1849076,758121160,27792,2854,9264,colorful
v942,Bouncy Princess Dreams #942,education,2024-02-18,1807610,238604520,45713,1514,32823,bright
v943,Super Kitchen World #943,animation,2023-03-19,1582693,300711670,73165,3550,18257,character_closeup
v944,Golden Dragon World #944,animation,2024-06-18,754525,245975150,32481,1742,2667,colorful
v945,Silly Ocean Heroes #945,education,2023-11-28,792848,246575728,24390,2175,11234,minimal
v946,Silly Moon Daycare #946,entertainment,2023-11-22,994816,165139456,17128,4631,4118,bright
v947,Fluffy Sunflower Friends #947,entertainment,2024-04-04,31503,10049457,546,137,261,minimal
v948,Happy Dragon Parade #948,animation,2023-08-31,1082300,204554700,15896,5154,1151,minimal
v949,Brave Bubble Sing-Along #949,animation,2023-10-05,2215308,356664588,107310,8694,13791,bright
v950,Mystery Kitten Adventures #950,animation,2024-12-11,1663426,553920858,61715,3904,31873,bright
v951,Wild Castle World #951,education,2023-06-30,2165628,584719560,81841,3895,20480,colorful
v952,Brave Dragon Mystery #952,animation,2023-06-30,2282286,191712024,94027,9642,21261,minimal
v953,Mystery Kitten Party #953,animation,2024-01-02,7893,1752246,248,11,35,cartoon
v954,Cosmic Cookie Champions #954,education,2024-12-04,955431,327712833,23932,4083,12270,cartoon
v955,Golden Kitchen Party #955,education,2023-08-26,403011,119291256,10630,575,1154,cartoon
v956,Giant Pirate Champions #956,entertainment,2023-07-10,672628,277122736,22167,1692,3602,character_closeup
v957,Brave Unicorn Heroes #957,animation,2024-01-04,224554,19985306,6953,815,3845,character_closeup
v958,Mystery Dragon Sing-Along #958,entertainment,2023-05-26,1391571,97409970,54289,5324,13502,cartoon
v959,Sparkly Kitten Daycare #959,animation,2023-05-13,1728891,171160209,24323,3425,9923,colorful
v960,Funny Forest Party #960,entertainment,2024-11-05,2489204,204114728,78053,4737,29164,character_closeup
v961,Fluffy Crayon Daycare #961,education,2023-02-17,1943200,172944800,53416,5075,15468,colorful
v962,Sparkly Kitten Mystery #962,animation,2024-06-23,1610245,515278400,27424,6481,9615,bright
v963,Sparkly Princess Heroes #963,animation,2024-02-08,971550,150590250,31142,1604,7953,character_closeup
v964,Tiny Moon Sing-Along #964,education,2023-04-16,420952,73666600,7402,1733,1621,colorful
v965,Fluffy Forest Sing-Along #965,education,2024-10-12,2310565,545293340,78426,5394,9120,cartoon
v966,Magic Forest Chaos #966,education,2023-12-28,893991,180586182,30232,2458,17066,character_closeup
v967,Magic Puppy Chaos #967,animation,2024-01-23,2040265,538629960,66695,1812,15846,colorful
v968,Sparkly Bunny Friends #968,animation,2023-11-15,1749884,447970304,82689,7561,7951,cartoon
v969,Giant Princess Party #969,animation,2023-11-25,1675073,408717812,79356,7165,27835,minimal
v970,Sleepy Castle Friends #970,entertainment,2023-02-12,559621,210417496,16658,2539,4394,minimal
v971,Secret Castle World #971,animation,2024-10-21,1659337,494482426,74455,6412,31628,cartoon
v972,Tiny Bunny Heroes #972,education,2023-10-09,2149613,584694736,41069,1323,30434,character_closeup
v973,Cool Forest Adventures #973,education,2024-06-15,1867659,709710420,22987,2104,23462,minimal
v974,Funny Pirate Party #974,entertainment,2024-12-10,2208763,501389201,53600,5719,17561,minimal
v975,Super Ocean Builders #975,animation,2023-06-26,165960,36345240,7657,410,2079,cartoon
v976,Wild Cloud Party #976,entertainment,2023-11-10,813270,117924150,15731,2985,8068,character_closeup
v977,Funny Forest Party #977,animation,2023-12-30,1794439,299671313,61640,8683,14871,character_closeup
v978,Sleepy Bunny Mystery #978,education,2024-01-29,1457385,97644795,41645,5860,1854,colorful
v979,Fluffy Castle Champions #979,entertainment,2023-05-02,56228,4273328,1708,186,99,bright
v980,Sleepy Pirate Champions #980,entertainment,2023-06-12,34860,14222880,594,165,464,bright
v981,Cosmic Kitchen Champions #981,entertainment,2023-07-17,1975609,480072987,69816,4551,3859,colorful
v982,Mystery Pirate Mystery #982,animation,2024-08-05,2099946,816878994,91061,6747,34199,colorful
v983,Fluffy Cloud Sing-Along #983,entertainment,2023-02-10,1548005,151704490,42657,6848,9347,cartoon
v984,Fluffy Space Mystery #984,education,2024-10-05,843204,51435444,13418,1606,11477,minimal
v985,Rainbow Kitchen Mystery #985,entertainment,2024-09-17,813114,100013022,12008,2793,3004,bright
v986,Super Space Daycare #986,animation,2023-12-28,2315594,370495040,87541,2562,35921,cartoon
v987,Fluffy Ocean Mystery #987,animation,2023-08-19,908367,281593770,24386,2063,10584,bright
v988,Silly Bubble Parade #988,entertainment,2024-08-03,1803337,182137037,25690,6074,6383,cartoon
v989,Rainbow Dragon Heroes #989,education,2024-08-15,2183889,740338371,47286,3074,9173,minimal
v990,Cosmic Space Parade #990,animation,2024-04-06,5900,991200,148,22,43,cartoon
v991,Funny Forest Mystery #991,entertainment,2024-01-19,1207774,356293330,59246,1409,9226,bright
v992,Sweet Cookie Friends #992,entertainment,2024-06-06,934424,229868304,24939,2508,2700,bright
v993,Giant Bubble Adventures #993,entertainment,2023-10-15,1593679,294830615,16861,1562,21840,minimal
v994,Magic Space Dreams #994,animation,2023-10-04,1258147,266727164,59492,2722,6218,character_closeup
v995,Bouncy Crayon Champions #995,entertainment,2024-02-03,2156719,424873643,47908,2223,16380,cartoon
v996,Sweet Princess Chaos #996,animation,2024-11-08,2316812,384590792,60299,6722,26335,bright
v997,Funny Kitten World #997,education,2023-03-16,324842,57821876,5128,846,357,character_closeup
v998,Golden Princess Chaos #998,entertainment,2023-09-23,2377029,206801523,35318,5355,37362,minimal
v999,Happy Kitchen Daycare #999,education,2024-07-24,266761,89631696,11967,1233,5324,character_closeup
v1000,Super Kitten Sing-Along #1000,education,2024-04-20,1645500,383401500,66042,7741,20803,bright
